NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ASMT	1	ASMT	
ILDR2	1	ILDR2	
RPL12P25	1	RPL12P25	
VTN	1	VTN	
HMBOX1	1	HMBOX1	
ZFP57	1	ZFP57	
ANKRD10	1	ANKRD10	
ANKRD28	1	ANKRD28	
ENO1P3	1	ENO1P3	
ESRRA	1	ESRRA	
ANKRD29	1	ANKRD29	
CD164	1	CD164	
ENO1P4	1	ENO1P4	
ANKRD26	1	ANKRD26	
CD163	1	CD163	
ENO1P1	1	ENO1P1	
ANKRD27	1	ANKRD27	
ANKRD24	1	ANKRD24	
CD160	1	CD160	
ZG16B	1	ZG16B	
ANKRD23	1	ANKRD23	
ESRRB	1	ESRRB	
LSM1	1	LSM1	
ASNS	1	ASNS	
ESRRG	1	ESRRG	
RPL12P38	1	RPL12P38	
LSM5	1	LSM5	
LSM4	1	LSM4	
LSM3	1	LSM3	
LSM2	1	LSM2	
CNOT4	1	CNOT4	
TRMT9B	1	TRMT9B	
LSM8	1	LSM8	
CNOT6	1	CNOT6	
LSM7	1	LSM7	
RPL12P42	1	RPL12P42	
ZFP69	1	ZFP69	
CNOT7	1	CNOT7	
LSM6	1	LSM6	
CNOT1	1	CNOT1	
ZFP62	1	ZFP62	
CNOT3	1	CNOT3	
TADA3	1	TADA3	
ZFP64	1	ZFP64	
TADA1	1	TADA1	
CNOT8	1	CNOT8	
CNOT9	1	CNOT9	
EIF4G3	1	EIF4G3	
EIF4G2	1	EIF4G2	
EIF4G1	1	EIF4G1	
NCOA4P3	1	NCOA4P3	
EIF4E3	1	EIF4E3	
NCOA4P4	1	NCOA4P4	
LSP1	1	LSP1	
ZFP82	1	ZFP82	
NAGPA	1	NAGPA	
SGCE	1	SGCE	
SGCD	1	SGCD	
SGCA	1	SGCA	
SGCB	1	SGCB	
HIF1AN	1	HIF1AN	
SGCG	1	SGCG	
VWF	1	VWF	
ZFP92	1	ZFP92	
ZFP91	1	ZFP91	
ASPN	1	ASPN	
ZFP90	1	ZFP90	
ASPM	1	ASPM	
ASPH	1	ASPH	
ESRP2	1	ESRP2	
ASPG	1	ASPG	
SNRPA1	1	SNRPA1	
EIF4E2	1	EIF4E2	
ASPA	1	ASPA	
NLGN3	1	NLGN3	
NLGN1	1	NLGN1	
NLGN2	1	NLGN2	
VXN	1	VXN	
EP400P1	1	EP400P1	
SNRPB2	1	SNRPB2	
WASF1	1	WASF1	
WASF2	1	WASF2	
WASF3	1	WASF3	
CDRT4	1	CDRT4	
RCVRN	1	RCVRN	
ERVMER34-1	1	ERVMER34-1	
TXNRD3	1	TXNRD3	
TXNRD2	1	TXNRD2	
TXNRD1	1	TXNRD1	
SGCZ	1	SGCZ	
ASS1	1	ASS1	
ATP6V1G2-DDX39B	1	ATP6V1G2-DDX39B	
RHEBL1	1	RHEBL1	
CBLN3	1	CBLN3	
MMACHC	1	MMACHC	
CBLN2	1	CBLN2	
LINC01556	1	LINC01556	
FAAH	1	FAAH	
VIPR2	1	VIPR2	
LST1	1	LST1	
UMAD1	1	UMAD1	
GDE1	1	GDE1	
HGH1	1	HGH1	
PKD2L2	1	PKD2L2	
NADSYN1	1	NADSYN1	
RAPGEFL1	1	RAPGEFL1	
DHFRP1	1	DHFRP1	
TRMT44	1	TRMT44	
ZFPL1	1	ZFPL1	
AGFG2	1	AGFG2	
AGFG1	1	AGFG1	
CYP27A1	1	CYP27A1	
CARHSP1	1	CARHSP1	
RRAGA	1	RRAGA	
ASTL	1	ASTL	
RRAGC	1	RRAGC	
PDE12	1	PDE12	
RRAGB	1	RRAGB	
CD109	1	CD109	
RRAGD	1	RRAGD	
VDAC3	1	VDAC3	
VDAC2	1	VDAC2	
VDAC1	1	VDAC1	
ZFPM2	1	ZFPM2	
CBLL1	1	CBLL1	
ZFPM1	1	ZFPM1	
CD101	1	CD101	
NECAB2	1	NECAB2	
NECAB1	1	NECAB1	
NECAB3	1	NECAB3	
PDE1C	1	PDE1C	
PDE1B	1	PDE1B	
PDE1A	1	PDE1A	
EIF5A2	1	EIF5A2	
CD99L2	1	CD99L2	
TRMT2A	1	TRMT2A	
TRMT2B	1	TRMT2B	
HIGD1AP16	1	HIGD1AP16	
CYP27B1	1	CYP27B1	
DGUOK	1	DGUOK	
NUAK1	1	NUAK1	
NUAK2	1	NUAK2	
VPS8	1	VPS8	
FADD	1	FADD	
TRMT1L	1	TRMT1L	
ZRSR2	1	ZRSR2	
SIAH2	1	SIAH2	
PDE2A	1	PDE2A	
SIAH1	1	SIAH1	
TPT1P9	1	TPT1P9	
DDIT4L	1	DDIT4L	
GDF1	1	GDF1	
IFNLR1	1	IFNLR1	
GDF6	1	GDF6	
HSPBAP1	1	HSPBAP1	
ACADSB	1	ACADSB	
GDF5	1	GDF5	
UBAC1	1	UBAC1	
GDF7	1	GDF7	
UBAC2	1	UBAC2	
RHEBP1	1	RHEBP1	
GDF9	1	GDF9	
RHEBP2	1	RHEBP2	
CYP27C1	1	CYP27C1	
STAG1	1	STAG1	
STAG2	1	STAG2	
STAG3	1	STAG3	
CORO6	1	CORO6	
PDE3A	1	PDE3A	
TRMT12	1	TRMT12	
TRMT13	1	TRMT13	
ALDH18A1	1	ALDH18A1	
AMD1P3	1	AMD1P3	
CORO7	1	CORO7	
TRMT11	1	TRMT11	
INKA2	1	INKA2	
INKA1	1	INKA1	
CLIC6	1	CLIC6	
OR2A1	1	OR2A1	
CLIC4	1	CLIC4	
PMS2CL	1	PMS2CL	
CLIC3	1	CLIC3	
FASTKD1	1	FASTKD1	
GDI1	1	GDI1	
FASTKD2	1	FASTKD2	
SH3KBP1	1	SH3KBP1	
TPI1P1	1	TPI1P1	
FAF1	1	FAF1	
FASTKD3	1	FASTKD3	
TPI1P2	1	TPI1P2	
FAF2	1	FAF2	
GDI2	1	GDI2	
SRP54-AS1	1	SRP54-AS1	
ZBTB8OS	1	ZBTB8OS	
STAB1	1	STAB1	
TPT1P4	1	TPT1P4	
TPT1P6	1	TPT1P6	
CLIC2	1	CLIC2	
CLIC1	1	CLIC1	
MAP4K1	1	MAP4K1	
PRMT6	1	PRMT6	
MAP4K2	1	MAP4K2	
PRMT5	1	PRMT5	
ATP6V0B	1	ATP6V0B	
MANBA	1	MANBA	
PRMT7	1	PRMT7	
PRMT2	1	PRMT2	
PRMT1	1	PRMT1	
PRMT3	1	PRMT3	
NAALADL2	1	NAALADL2	
NAALADL1	1	NAALADL1	
BBS10	1	BBS10	
BBS12	1	BBS12	
FASTKD5	1	FASTKD5	
WAC	1	WAC	
RDH5	1	RDH5	
SGK3	1	SGK3	
KPTN	1	KPTN	
SGK1	1	SGK1	
UMPS	1	UMPS	
ATP6V0C	1	ATP6V0C	
PRMT9	1	PRMT9	
SGK2	1	SGK2	
RAPSN	1	RAPSN	
WAS	1	WAS	
CD99P1	1	CD99P1	
TLDC2	1	TLDC2	
MAP4K5	1	MAP4K5	
MPZL3	1	MPZL3	
CORIN	1	CORIN	
MAP4K3	1	MAP4K3	
MPZL1	1	MPZL1	
MAP4K4	1	MAP4K4	
STAC3	1	STAC3	
TJP1	1	TJP1	
TPPP3	1	TPPP3	
STAC2	1	STAC2	
TOMM7	1	TOMM7	
TJP3	1	TJP3	
TOMM5	1	TOMM5	
TJP2	1	TJP2	
TOMM6	1	TOMM6	
PMS2P9	1	PMS2P9	
PMS2P7	1	PMS2P7	
AMY2B	1	AMY2B	
PMS2P6	1	PMS2P6	
PMS2P5	1	PMS2P5	
PMS2P4	1	PMS2P4	
ARID4A	1	ARID4A	
ARID4B	1	ARID4B	
TMEM140	1	TMEM140	
MANEA	1	MANEA	
TMEM141	1	TMEM141	
TMEM143	1	TMEM143	
RDM1	1	RDM1	
TMEM144	1	TMEM144	
TMEM145	1	TMEM145	
TMEM147	1	TMEM147	
PTTG1	1	PTTG1	
PDE8B	1	PDE8B	
PDE8A	1	PDE8A	
TMEM14A	1	TMEM14A	
TMEM14B	1	TMEM14B	
TMEM14C	1	TMEM14C	
OR2D2	1	OR2D2	
UNC5CL	1	UNC5CL	
ARID5A	1	ARID5A	
ARID5B	1	ARID5B	
CGRRF1	1	CGRRF1	
TMEM130	1	TMEM130	
TMEM131	1	TMEM131	
SGO1	1	SGO1	
CCDC28A-AS1	1	GVQW2	
SGO2	1	SGO2	
TMEM134	1	TMEM134	
TMEM135	1	TMEM135	
DNAJC30	1	DNAJC30	
TMEM138	1	TMEM138	
TMEM139	1	TMEM139	
PMS2P3	1	PMS2P3	
PMS2P2	1	PMS2P2	
PMS2P1	1	PMS2P1	
LMX1B	1	LMX1B	
STAM2	1	STAM2	
PDE9A	1	PDE9A	
FAIM	1	FAIM	
ATP6V1A	1	ATP6V1A	
DBF4P1	1	DBF4P1	
OR2C1	1	OR2C1	
DNAJC22	1	DNAJC22	
DNAJC24	1	DNAJC24	
DNAJC25	1	DNAJC25	
SEL1L2	1	SEL1L2	
DNAJC27	1	DNAJC27	
DNAJC28	1	DNAJC28	
SEL1L3	1	SEL1L3	
TMEM121	1	TMEM121	
TMEM123	1	TMEM123	
ASIC4	1	ASIC4	
TMEM125	1	TMEM125	
HSPA8P15	1	HSPA8P15	
PODXL	1	PODXL	
TMEM127	1	TMEM127	
TMEM128	1	TMEM128	
DNAJC21	1	DNAJC21	
TMEM129	1	TMEM129	
HSPA8P11	1	HSPA8P11	
ATP6V1H	1	ATP6V1H	
STAP2	1	STAP2	
HSPA8P14	1	HSPA8P14	
SUDS3	1	SUDS3	
ASIC2	1	ASIC2	
OR2B6	1	OR2B6	
ASIC3	1	ASIC3	
ATP6V1D	1	ATP6V1D	
ASIC1	1	ASIC1	
ATP6V1F	1	ATP6V1F	
DNAJC19	1	DNAJC19	
EPHX2	1	EPHX2	
EPHX1	1	EPHX1	
DNAJC11	1	DNAJC11	
EPHX4	1	EPHX4	
DNAJC12	1	DNAJC12	
EPHX3	1	EPHX3	
DNAJC13	1	DNAJC13	
DNAJC14	1	DNAJC14	
DNAJC15	1	DNAJC15	
DNAJC16	1	DNAJC16	
DNAJC17	1	DNAJC17	
DNAJC18	1	DNAJC18	
ERVK3-1	1	ERVK3-1	
GDNF	1	GDNF	
TMEM115	1	TMEM115	
TMEM116	1	TMEM116	
TMEM117	1	TMEM117	
DNAJC10	1	DNAJC10	
TMEM119	1	TMEM119	
OR2A7	1	OR2A7	
POC1B-GALNT4	1	POC1B-GALNT4	
OR2A4	1	OR2A4	
ACADVL	1	ACADVL	
MCTP1	1	MCTP1	
IMPDH1P10	1	IMPDH1P10	
PDE3B	1	PDE3B	
ELAVL1	1	ELAVL1	
ELAVL2	1	ELAVL2	
ELAVL3	1	ELAVL3	
SGSH	1	SGSH	
TMEM100	1	TMEM100	
TMEM101	1	TMEM101	
KRT10-AS1	1	TMEM99	
TMEM102	1	TMEM102	
UPK1B	1	UPK1B	
UPK1A	1	UPK1A	
NETO1	1	NETO1	
TMEM104	1	TMEM104	
ENOSF1	1	ENOSF1	
TMEM107	1	TMEM107	
PDE4B	1	PDE4B	
TMEM108	1	TMEM108	
PDE4A	1	PDE4A	
TMEM109	1	TMEM109	
HIBCH	1	HIBCH	
GARIN1B	1	FAM71F1	
GARIN1A	1	FAM71F2	
PDE4D	1	PDE4D	
ARID1A	1	ARID1A	
UPK3B	1	UPK3B	
ARID1B	1	ARID1B	
UPK3A	1	UPK3A	
LATS1	1	LATS1	
LATS2	1	LATS2	
EHHADH	1	EHHADH	
RCN1P2	1	RCN1P2	
PDE5A	1	PDE5A	
MCTP2	1	MCTP2	
FAN1	1	FAN1	
POLDIP2	1	POLDIP2	
POLDIP3	1	POLDIP3	
IER5L	1	IER5L	
WIZ	1	WIZ	
DBF4B	1	DBF4B	
CZIB	1	CZIB	
SLC22A18AS	1	SLC22A18AS	
PDE6D	1	PDE6D	
PDE6B	1	PDE6B	
ATE1	1	ATE1	
SGTB	1	SGTB	
WTAP	1	WTAP	
SGTA	1	SGTA	
DTNBP1	1	DTNBP1	
ZFC3H1	1	ZFC3H1	
ARID3A	1	ARID3A	
ARID3B	1	ARID3B	
ARID3C	1	ARID3C	
SH3YL1	1	SH3YL1	
PDE7B	1	PDE7B	
PDE7A	1	PDE7A	
ATF1	1	ATF1	
ATF2	1	ATF2	
MT-CO1	1	MT-CO1	
TESK1	1	TESK1	
TESK2	1	TESK2	
NDST2	1	NDST2	
ENDOU	1	ENDOU	
NDST1	1	NDST1	
ENDOV	1	ENDOV	
TUBBP10	1	TUBBP10	
NDST3	1	NDST3	
C3AR1	1	C3AR1	
FOXO3B	1	FOXO3B	
SUPT20H	1	SUPT20H	
WLS	1	WLS	
ATG3	1	ATG3	
ENDOG	1	ENDOG	
CD2AP	1	CD2AP	
ATF7	1	ATF7	
FAR1	1	FAR1	
MT-CO2	1	MT-CO2	
FAR2	1	FAR2	
MT-CO3	1	MT-CO3	
ATF5	1	ATF5	
ATF6	1	ATF6	
ATF3	1	ATF3	
ATF4	1	ATF4	
GATA6	1	GATA6	
PDGFB	1	PDGFB	
TPRG1L	1	TPRG1L	
PDGFA	1	PDGFA	
GATA3	1	GATA3	
GATA2	1	GATA2	
CIAO3	1	CIAO3	
CIAO1	1	CIAO1	
EPB41L5	1	EPB41L5	
EPB41L1	1	EPB41L1	
EPB41L2	1	EPB41L2	
PDGFD	1	PDGFD	
EPB41L3	1	EPB41L3	
PDGFC	1	PDGFC	
PIP5K1A	1	PIP5K1A	
RPL11P3	1	RPL11P3	
PIP5K1B	1	PIP5K1B	
PIP5K1C	1	PIP5K1C	
ATG7	1	ATG7	
ATG5	1	ATG5	
VANGL1	1	VANGL1	
VANGL2	1	VANGL2	
PRXL2A	1	PRXL2A	
FASN	1	FASN	
PRXL2B	1	PRXL2B	
PRXL2C	1	PRXL2C	
FAT1	1	FAT1	
FAT2	1	FAT2	
FAT3	1	FAT3	
FAT4	1	FAT4	
HNRNPA1L3	1	HNRNPA1P48	
HNRNPA1L2	1	HNRNPA1L2	
LIN54	1	LIN54	
BHLHE41	1	BHLHE41	
HOXC13	1	HOXC13	
HOXC12	1	HOXC12	
HOXC11	1	HOXC11	
HOXC10	1	HOXC10	
SMPD3	1	SMPD3	
SMPD2	1	SMPD2	
SMPD5	1	SMPD5	
ATIC	1	ATIC	
SMPD4	1	SMPD4	
SMPD1	1	SMPD1	
TCP11L1	1	TCP11L1	
TCP11L2	1	TCP11L2	
ENOPH1	1	ENOPH1	
LIN52	1	LIN52	
GATD1	1	GATD1	
TPSG1	1	TPSG1	
GATD3	1	GATD3A	
PHF20L1	1	PHF20L1	
CYP21A2	1	CYP21A2	
SAMD5	1	SAMD5	
SAMD8	1	SAMD8	
ATL3	1	ATL3	
LIN37	1	LIN37	
SAMD9	1	SAMD9	
ATL1	1	ATL1	
FAXC	1	FAXC	
ATL2	1	ATL2	
FAM201B	1	FAM201B	
WRN	1	WRN	
CNPY4	1	CNPY4	
RPL10AP6	1	RPL10AP6	
RPL10AP2	1	RPL10AP2	
FPGT-TNNI3K	1	FPGT-TNNI3K	
SAMD1	1	SAMD1	
SAMD3	1	SAMD3	
LIMS4	1	LIMS4	
LIMS3	1	LIMS3	
TMEM270	1	TMEM270	
WTIP	1	WTIP	
FAM200B	1	FAM200B	
RPL24P8	1	RPL24P8	
FAM200A	1	FAM200A	
ACTN4P1	1	ACTN4P1	
SLMAP	1	SLMAP	
HNRNPA1P5	1	HNRNPA1P5	
HNRNPA1P4	1	HNRNPA1P4	
RPL24P2	1	RPL24P2	
HNRNPA1P7	1	HNRNPA1P7	
EBAG9	1	EBAG9	
HNRNPA1P6	1	HNRNPA1P6	
RPL24P4	1	RPL24P4	
LIMS2	1	LIMS2	
HNRNPA1P8	1	HNRNPA1P8	
LIMS1	1	LIMS1	
MPV17L	1	MPV17L	
ATN1	1	ATN1	
LTN1	1	LTN1	
FAM204A	1	FAM204A	
HHAT	1	HHAT	
CEP250	1	CEP250	
CYP2T1P	1	CYP2T1P	
EIF1AY	1	EIF1AY	
EIF1AX	1	EIF1AX	
RAD21L1	1	RAD21L1	
CNPY2	1	CNPY2	
CNPY3	1	CNPY3	
CDC25C	1	CDC25C	
NCCRP1	1	NCCRP1	
CDC25A	1	CDC25A	
CDC25B	1	CDC25B	
TPST2	1	TPST2	
TPST1	1	TPST1	
LPAL2	1	LPAL2	
SHC4	1	SHC4	
CD274	1	CD274	
SHC2	1	SHC2	
SHC3	1	SHC3	
SHC1	1	SHC1	
LIN7A	1	LIN7A	
LIN7C	1	LIN7C	
LIN7B	1	LIN7B	
EIF1AD	1	EIF1AD	
TKFC	1	TKFC	
EIF4EBP1	1	EIF4EBP1	
EIF4EBP2	1	EIF4EBP2	
EIF4EBP3	1	EIF4EBP3	
CD276	1	CD276	
LTO1	1	LTO1	
FAM205A	1	FAM205A	
TSPY26P	1	TSPY26P	
MT-CYB	1	MT-CYB	
SHBG	1	SHBG	
LRGUK	1	LRGUK	
LEAP2	1	LEAP2	
MCMDC2	1	MCMDC2	
AKAP8L	1	AKAP8L	
TSPAN12	1	TSPAN12	
TSPAN11	1	TSPAN11	
TSPAN10	1	TSPAN10	
HHEX	1	HHEX	
TAGAP	1	TAGAP	
CEP290	1	CEP290	
UBE2F-SCLY	1	UBE2F-SCLY	
UNKL	1	UNKL	
APAF1	1	APAF1	
CEP295	1	CEP295	
ATRX	1	ATRX	
SEZ6L	1	SEZ6L	
ATRN	1	ATRN	
TMBIM4	1	TMBIM4	
HAND2	1	HAND2	
HAND1	1	HAND1	
TMBIM1	1	TMBIM1	
TMBIM6	1	TMBIM6	
PRPS2	1	PRPS2	
PRPS1	1	PRPS1	
PBXIP1	1	PBXIP1	
TSPAN33	1	TSPAN33	
DEPP1	1	DEPP1	
TSPAN32	1	TSPAN32	
TSPAN31	1	TSPAN31	
KCTD20	1	KCTD20	
KCTD21	1	KCTD21	
PCDH1	1	PCDH1	
H2AZ1	1	H2AFZ	
H2AZ2	1	H2AFV	
MARCKSL1	1	MARCKSL1	
PCDH9	1	PCDH9	
MID1IP1	1	MID1IP1	
PCDH7	1	PCDH7	
PCDH8	1	PCDH8	
KIAA1549L	1	KIAA1549L	
SYT16	1	SYT16	
SYT15	1	SYT15	
FAM209B	1	FAM209B	
SYT14	1	SYT14	
FAM209A	1	FAM209A	
REC8	1	REC8	
SUGCT	1	SUGCT	
SYT17	1	SYT17	
TSPAN15	1	TSPAN15	
TSPAN14	1	TSPAN14	
TSPAN13	1	TSPAN13	
SYT12	1	SYT12	
SYT11	1	SYT11	
TSPAN18	1	TSPAN18	
TSPAN17	1	TSPAN17	
CD248	1	CD248	
CD247	1	CD247	
PIK3AP1	1	PIK3AP1	
RECK	1	RECK	
DMGDH	1	DMGDH	
LTV1	1	LTV1	
SMARCAL1	1	SMARCAL1	
HHIP	1	HHIP	
NUDT1	1	NUDT1	
NUDT2	1	NUDT2	
NTAQ1	1	WDYHV1	
NUDT5	1	NUDT5	
NUDT6	1	NUDT6	
NUDT3	1	NUDT3	
IL27RA	1	IL27RA	
NUDT4	1	NUDT4	
RPS3AP25	1	RPS3AP25	
RPS3AP26	1	RPS3AP26	
MFSD2B	1	MFSD2B	
MFSD2A	1	MFSD2A	
KCTD19	1	KCTD19	
RIIAD1	1	RIIAD1	
MFSD11	1	MFSD11	
RPS3AP12	1	RPS3AP12	
MFSD12	1	MFSD12	
MFSD10	1	MFSD10	
KCTD10	1	KCTD10	
KCTD13	1	KCTD13	
KCTD14	1	KCTD14	
CD226	1	CD226	
KCTD11	1	KCTD11	
KCTD12	1	KCTD12	
MGARP	1	MGARP	
BCORL1	1	BCORL1	
KCTD17	1	KCTD17	
KCTD18	1	KCTD18	
KCTD15	1	KCTD15	
KCTD16	1	KCTD16	
USHBP1	1	USHBP1	
FBF1	1	FBF1	
LPAR1	1	LPAR1	
LPAR2	1	LPAR2	
LPAR3	1	LPAR3	
LPAR4	1	LPAR4	
RPS3AP44	1	RPS3AP44	
MBTD1	1	MBTD1	
RPS3AP49	1	RPS3AP49	
RPS3AP47	1	RPS3AP47	
CEP192	1	CEP192	
DMAC2L	1	DMAC2L	
RPS12P27	1	RPS12P27	
STAT5A	1	STAT5A	
RPS12P26	1	RPS12P26	
STAT5B	1	STAT5B	
GREB1	1	GREB1	
OSGIN1	1	OSGIN1	
BSDC1	1	BSDC1	
OSGIN2	1	OSGIN2	
NTAN1	1	NTAN1	
RPS3AP34	1	RPS3AP34	
AIMP1	1	AIMP1	
RPS3AP38	1	RPS3AP38	
AIMP2	1	AIMP2	
ALDH6A1	1	ALDH6A1	
RPS3AP37	1	RPS3AP37	
LPAR5	1	LPAR5	
LPAR6	1	LPAR6	
KYAT3	1	KYAT3	
KYAT1	1	KYAT1	
MRAP2	1	MRAP2	
CD200	1	CD200	
SUGP2	1	SUGP2	
DHRS12	1	DHRS12	
DHRS13	1	DHRS13	
DHRS11	1	DHRS11	
IL20	1	IL20	
FBH1	1	FBH1	
IL24	1	IL24	
WFDC1	1	WFDC1	
B3GNTL1	1	B3GNTL1	
SH3RF1	1	SH3RF1	
WFDC2	1	WFDC2	
WFDC3	1	WFDC3	
AKAP12	1	AKAP12	
AKAP13	1	AKAP13	
AKAP10	1	AKAP10	
AKAP11	1	AKAP11	
SVIL-AS1	1	SVIL-AS1	
SPTAN1	1	SPTAN1	
IL11	1	IL11	
PRORSD1P	1	PRORSD1P	
ATMIN	1	ATMIN	
IL15	1	IL15	
PABPC4	1	PABPC4	
PABPC5	1	PABPC5	
IL18	1	IL18	
IL19	1	IL19	
IL16	1	IL16	
BCORP1	1	BCORP1	
IL1A	1	IL1A	
SNX18P12	1	SNX18P12	
ZADH2	1	ZADH2	
IL1B	1	IL1B	
PABPC3	1	PABPC3	
PABPC1	1	PABPC1	
TAGLN	1	TAGLN	
RELA	1	RELA	
RELB	1	RELB	
SNX18P26	1	SNX18P26	
MFSD4A	1	MFSD4A	
REM1	1	REM1	
RELN	1	RELN	
PDZD11	1	PDZD11	
MGAT5	1	MGAT5	
MGAT3	1	MGAT3	
SHOX	1	SHOX	
MGAT1	1	MGAT1	
NENFP1	1	NENFP1	
MGAT2	1	MGAT2	
NENFP2	1	NENFP2	
RELT	1	RELT	
XDH	1	XDH	
MFSD4B	1	MFSD4B	
REM2	1	REM2	
H2BC9	1	HIST1H2BH	
IL32	1	IL32	
IL33	1	IL33	
H2BC7	1	HIST1H2BF	
H2BC8	1	HIST1H2BG	
H2BC5	1	HIST1H2BD	
PNPLA7	1	PNPLA7	
H2BC6	1	HIST1H2BE	
PNPLA8	1	PNPLA8	
H2BC3	1	HIST1H2BB	
IL34	1	IL34	
H2BC4	1	HIST1H2BC	
PCDHB15	1	PCDHB15	
VEGFB	1	VEGFB	
PCDHB14	1	PCDHB14	
VEGFC	1	VEGFC	
PCDHB13	1	PCDHB13	
VEGFD	1	VEGFD	
PCDHB12	1	PCDHB12	
PCDHB11	1	PCDHB11	
PCDHB10	1	PCDHB10	
VEGFA	1	VEGFA	
NUDT9	1	NUDT9	
SH3RF3	1	SH3RF3	
SH3RF2	1	SH3RF2	
KITLG	1	KITLG	
MIS18A	1	MIS18A	
NUDT8	1	NUDT8	
HNRNPA2B1	1	HNRNPA2B1	
OTULIN	1	OTULIN	
PCDHB16	1	PCDHB16	
CCNYL2	1	CCNYL2	
PNPLA3	1	PNPLA3	
AGGF1	1	AGGF1	
CCNYL1	1	CCNYL1	
PNPLA4	1	PNPLA4	
PNPLA5	1	PNPLA5	
PNPLA6	1	PNPLA6	
KIAA1958	1	KIAA1958	
PNPLA1	1	PNPLA1	
PNPLA2	1	PNPLA2	
UBE3C	1	UBE3C	
ZFAND4	1	ZFAND4	
UBE3D	1	UBE3D	
ZFAND3	1	ZFAND3	
ZFAND6	1	ZFAND6	
ZFAND5	1	ZFAND5	
UBE3A	1	UBE3A	
TMEM260	1	TMEM260	
UBE3B	1	UBE3B	
ZFAND1	1	ZFAND1	
UBE2Z	1	UBE2Z	
TMEM262	1	TMEM262	
TMEM263	1	TMEM263	
TMEM265	1	TMEM265	
TMEM266	1	TMEM266	
TMEM267	1	TMEM267	
TMEM268	1	TMEM268	
TMEM269	1	TMEM269	
IL6R	1	IL6R	
GEN1	1	GEN1	
TPTE2	1	TPTE2	
IL4R	1	IL4R	
UBE4A	1	UBE4A	
UBE4B	1	UBE4B	
POU3F1	1	POU3F1	
TMEM250	1	TMEM250	
POU3F2	1	POU3F2	
TMEM251	1	TMEM251	
TMEM253	1	TMEM253	
TMEM254	1	TMEM254	
TMEM256	1	TMEM256	
SHQ1	1	SHQ1	
MAP7D3	1	MAP7D3	
TMEM258	1	TMEM258	
TMEM259	1	TMEM259	
MAP7D1	1	MAP7D1	
SHPK	1	SHPK	
EHBP1L1	1	EHBP1L1	
MAP7D2	1	MAP7D2	
SIDT2	1	SIDT2	
FBN2	1	FBN2	
CACNA1B	1	CACNA1B	
CACNA1A	1	CACNA1A	
CACNA1D	1	CACNA1D	
BHLHE22	1	BHLHE22	
CACNA1C	1	CACNA1C	
CACNA1F	1	CACNA1F	
HOXB13	1	HOXB13	
CACNA1E	1	CACNA1E	
TMEM240	1	TMEM240	
CACNA1H	1	CACNA1H	
TMEM241	1	TMEM241	
CACNA1G	1	CACNA1G	
TMEM242	1	TMEM242	
TMEM243	1	TMEM243	
CACNA1I	1	CACNA1I	
SNTG2	1	SNTG2	
TMEM245	1	TMEM245	
TMEM248	1	TMEM248	
DHRS7B	1	DHRS7B	
TMEM249	1	TMEM249	
DHRS7C	1	DHRS7C	
GPX1P1	1	GPX1P1	
MFAP3L	1	MFAP3L	
TFAP2A	1	TFAP2A	
UBE2F	1	UBE2F	
HAUS6P3	1	HAUS6P3	
TFAP2C	1	TFAP2C	
UBE2H	1	UBE2H	
PDHA1	1	PDHA1	
UBE2I	1	UBE2I	
VCAM1	1	VCAM1	
TFAP2E	1	TFAP2E	
UBE2B	1	UBE2B	
UBE2C	1	UBE2C	
UBE2A	1	UBE2A	
GVQW3	1	GVQW3	
TJAP1	1	TJAP1	
TMEM230	1	TMEM230	
TMEM231	1	TMEM231	
TMEM232	1	TMEM232	
UBE2W	1	UBE2W	
TMEM234	1	TMEM234	
TMEM236	1	TMEM236	
CCPG1	1	CCPG1	
TMEM237	1	TMEM237	
UBE2S	1	UBE2S	
TMEM238	1	TMEM238	
UBE2T	1	UBE2T	
BHLHE40	1	BHLHE40	
MANSC4	1	MANSC4	
UBE2N	1	UBE2N	
UBE2O	1	UBE2O	
MANSC1	1	MANSC1	
IL7R	1	IL7R	
MXD1	1	MXD1	
ZNF807P	1	ZNF807	
UBE2K	1	UBE2K	
MXD3	1	MXD3	
FBN1	1	FBN1	
MXD4	1	MXD4	
UBE2M	1	UBE2M	
RERE	1	RERE	
PHTF2	1	PHTF2	
ZSCAN12P1	1	ZSCAN12P1	
AGGF1P3	1	AGGF1P3	
AGGF1P1	1	AGGF1P1	
PHTF1	1	PHTF1	
TMEM220	1	TMEM220	
TMEM221	1	TMEM221	
TMEM222	1	TMEM222	
TMEM223	1	TMEM223	
RASGEF1A	1	RASGEF1A	
MAN1A2	1	MAN1A2	
RASGEF1B	1	RASGEF1B	
DACT3	1	DACT3	
MAN1A1	1	MAN1A1	
GET1	1	WRB	
GET3	1	ASNA1	
ARFGEF3	1	ARFGEF3	
DACT1	1	DACT1	
GET4	1	GET4	
SNTA1	1	SNTA1	
OR2S1P	1	OR2S1P	
NAMPTP1	1	NAMPTP1	
UBE2SP2	1	UBE2SP2	
UBE2SP1	1	UBE2SP1	
GREM1	1	GREM1	
GREM2	1	GREM2	
RER1	1	RER1	
SETBP1	1	SETBP1	
TMEM214	1	TMEM214	
TMEM216	1	TMEM216	
TMEM217	1	TMEM217	
TMEM218	1	TMEM218	
TMEM219	1	TMEM219	
MAN1B1	1	MAN1B1	
